FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
R30008,,1993,Person,1993-R30008,12.6,Buffered_Point,,20070517130646,19930902,buffered_point,JA70003000,,2414990,126435.1696,1340.3216,,
R30009,,1993,Person,1993-R30009,20.6,Buffered_Point,,20070517130646,19930920,buffered_point,JA70003000,,2414991,206585.9829,1713.2684,,
R30016,,1993,Person,1993-R30016,11.5,Buffered_Point,,20070517130646,19931006,buffered_point,JA70003000,,2414992,115640.8742,1275.6976,,
R90012,,1993,Lightning,1993-R90012,37.8,Buffered_Point,,20070517130646,19930901,buffered_point,JA70003000,,2414993,378611.0921,2352.9956,,
N20069,,1994,Lightning,1994-N20069,66.3,Buffered_Point,,20070517130646,19940806,buffered_point,JA70003000,,2415103,663934.3848,2999.6347,,
N20097,,1994,Person,1994-N20097,25.4,inventory,,20070517130641,19940927,digitised,JA70003000,,2415104,254151.1939,3020.2938,,
N20097,,1994,Person,1994-N20097,15.1,inventory,,20070517130641,19940927,digitised,JA70003000,,2415105,151842.278,2042.7017,,
N30019,,1994,Lightning,1994-N30019,344.7,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415106,3447280.3615,6881.2542,,
N30021,,1994,Lightning,1994-N30021,35.6,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415107,356645.6469,2213.7987,,
N50077,,1994,Lightning,1994-N50077,32.3,Buffered_Point,,20070517130646,19940728,buffered_point,JA70003000,,2415108,323746.0728,2089.3171,,
G90069,,1996,Lightning,1996-G90069,590.2,Buffered_Point,,20070517130647,19960630,buffered_point,JA70003000,,2415214,5902528.1998,9294.8796,,
G90070,,1996,Lightning,1996-G90070,15,Buffered_Point,,20070517130647,19960630,buffered_point,JA70003000,,2415215,150571.6408,1498.1853,,
G90115,,1996,Lightning,1996-G90115,52.7,Buffered_Point,,20070517130647,19960730,buffered_point,JA70003000,,2415216,527000.7783,2802.8483,,
G90117,,1996,Lightning,1996-G90117,21,fire centre,,20070517130640,19960730,digitised,JA70003000,,2415217,210382.7935,2636.8901,,
G90117,,1996,Lightning,1996-G90117,0.1,fire centre,,20070517130640,19960730,digitised,JA70003000,,2415218,1983.3751,196.0844,,
G90117,,1996,Lightning,1996-G90117,13.8,fire centre,,20070517130640,19960730,digitised,JA70003000,,2415219,138614.4,2074.1993,,
K10024,,1992,Lightning,1992-K10024,102.8,Buffered_Point,,20070517130646,19920626,buffered_point,JA70003000,,2414894,1028612.8952,3771.1802,,
K10033,,1992,Lightning,1992-K10033,0.2,inventory,,20070517130641,19920626,digitised,JA70003000,,2414895,2743.2977,232.084,,
K10033,,1992,Lightning,1992-K10033,26.7,inventory,,20070517130641,19920626,digitised,JA70003000,,2414896,267119.0072,2704.8881,,
K10033,,1992,Lightning,1992-K10033,58.8,inventory,,20070517130641,19920626,digitised,JA70003000,,2414897,588915.7622,5159.6914,,
K10033,,1992,Lightning,1992-K10033,2,inventory,,20070517130641,19920626,digitised,JA70003000,,2414898,20538.774,664.0931,,
K10033,,1992,Lightning,1992-K10033,2.3,inventory,,20070517130641,19920626,digitised,JA70003000,,2414899,23206.0741,879.709,,
V10001,,1993,Person,1993-V10001,16.2,Buffered_Point,,20070517130646,19930215,buffered_point,JA70003000,,2414994,162951.7199,1480.5402,,
V10002,,1993,Person,1993-V10002,36.4,Buffered_Point,,20070517130646,19930218,buffered_point,JA70003000,,2414995,364354.4443,2214.579,,
V10003,,1993,Person,1993-V10003,19.5,Buffered_Point,,20070517130646,19930219,buffered_point,JA70003000,,2414996,195346.5136,1621.3261,,
V10004,,1993,Person,1993-V10004,14.3,Buffered_Point,,20070517130646,19930219,buffered_point,JA70003000,,2414997,143196.759,1388.2411,,
V10005,,1993,Person,1993-V10005,32.5,Buffered_Point,,20070517130646,19930223,buffered_point,JA70003000,,2414998,325577.6866,2093.1235,,
V10046,,1993,Person,1993-V10046,20.2,Buffered_Point,,20070517130646,19930927,buffered_point,JA70003000,,2414999,202988.6779,1651.112,,
VA0007,,1993,Person,1993-VA0007,14,Buffered_Point,,20070517130646,19930902,buffered_point,JA70003000,,2415000,140079.6157,1389.9397,,
VA0008,,1993,Person,1993-VA0008,43.4,Buffered_Point,,20070517130646,19930905,buffered_point,JA70003000,,2415001,434419.6882,2439.0611,,
N50078,,1994,Lightning,1994-N50078,49.7,Buffered_Point,,20070517130646,19940725,buffered_point,JA70003000,,2415109,497660.1758,2591.2531,,
N50201,,1994,Lightning,1994-N50201,30.1,Buffered_Point,,20070517130646,19940813,buffered_point,JA70003000,,2415110,301849.1767,2020.3712,,
N70020,,1994,Lightning,1994-N70020,13.6,Buffered_Point,,20070517130646,19940725,buffered_point,JA70003000,,2415111,136292.8817,1357.3524,,
N70027,,1994,Lightning,1994-N70027,27.4,inventory,,20070517130641,19940802,digitised,JA70003000,,2415112,274237.0849,2790.3606,,
N70043,,1994,Lightning,1994-N70043,2.9,inventory,,20070517130641,19940804,digitised,JA70003000,,2415113,29342.0867,1065.461,,
N70043,,1994,Lightning,1994-N70043,21.8,inventory,,20070517130653,19940804,digitised,JA70003000,,2415114,218312.8225,3717.1433,,
G90117,,1996,Lightning,1996-G90117,0.1,fire centre,,20070517130640,19960730,digitised,JA70003000,,2415220,1199.9841,133.435,,
K20021,,1996,Person,1996-K20021,31.5,Buffered_Point,,20070517130647,19960414,buffered_point,JA70003000,,2415221,315540.2564,2072.2729,,
K20025,,1996,Person,1996-K20025,40.2,fire centre,,20070517130640,19960417,digitised,JA70003000,,2415222,402254.6724,5722.2199,,
K20063,,1996,Person,1996-K20063,237.6,fire centre,,20070517130640,19960608,digitised,JA70003000,,2415223,2376602.3211,6391.2569,,
K50262,,1996,Person,1996-K50262,41.3,fire centre,,20070517130640,19960811,digitised,JA70003000,,2415224,413771.5817,2643.6813,,
K70222,,1996,Person,1996-K70222,4944.1,fire centre,,20070517130640,19960730,digitised,JA70003000,,2415225,49441831.1349,37747.2903,,
K70237,,1996,Person,1996-K70237,286,LFDB,,20070517130641,19960801,digitised,JA70003000,,2415226,2860625.7469,7470.9977,,
K70239,,1996,Person,1996-K70239,4876.5,LFDB,,20070517130641,19960730,digitised,JA70003000,,2415227,48765814.8957,38127.8807,,
N10147,,1996,Lightning,1996-N10147,52.6,fire centre,,20070517130640,19960810,digitised,JA70003000,,2415228,526474.3707,3282.7045,,
K10033,,1992,Lightning,1992-K10033,42.8,inventory,,20070517130641,19920626,digitised,JA70003000,,2414900,428522.7594,3298.1583,,
K10033,,1992,Lightning,1992-K10033,29.2,inventory,,20070517130641,19920626,digitised,JA70003000,,2414901,292074.1973,2767.904,,
K10056,,1992,Lightning,1992-K10056,42.6,LFDB,,20070517130641,19920626,digitised,JA70003000,,2414902,426480.5129,2478.5495,,
K10079,,1992,Lightning,1992-K10079,20.4,Buffered_Point,,20070517130646,19920801,buffered_point,JA70003000,,2414903,204039.8138,1678.449,,
K10104,,1992,Lightning,1992-K10104,36.2,Buffered_Point,,20070517130646,19920802,buffered_point,JA70003000,,2414904,362710.0263,2239.7867,,
K20006,,1992,Person,1992-K20006,25.2,Buffered_Point,,20070517130646,19920401,buffered_point,JA70003000,,2414905,252485.7274,1853.6215,,
K20056,,1992,Lightning,1992-K20056,14.5,Buffered_Point,,20070517130646,19920627,buffered_point,JA70003000,,2414906,145578.2454,1406.7997,,
VA0010,,1993,Person,1993-VA0010,29.5,inventory,,20070517130641,19930911,digitised,JA70003000,,2415002,295779.8613,3981.2336,,
VA0012,,1993,Person,1993-VA0012,12.3,Buffered_Point,,20070517130646,19931006,buffered_point,JA70003000,,2415003,123253.0705,1300.8821,,
VA0013,,1993,Person,1993-VA0013,24.8,Buffered_Point,,20070517130646,19931008,buffered_point,JA70003000,,2415004,248936.4372,1851.4066,,
VA0015,,1993,Person,1993-VA0015,16,Buffered_Point,,20070517130646,19931019,buffered_point,JA70003000,,2415005,160299.577,1483.4372,,
VB0007,,1993,Person,1993-VB0007,91,Buffered_Point,,20070517130646,19930803,buffered_point,JA70003000,,2415006,910544.2836,3559.492,,
C10011,,1994,Person,1994-C10011,19.6,Buffered_Point,,20070517130646,19940428,buffered_point,JA70003000,,2415007,196745.3582,1652.0691,,
C10023,,1994,Person,1994-C10023,25.4,Buffered_Point,,20070517130646,19940602,buffered_point,JA70003000,,2415008,254459.1636,1879.4884,,
N70047,,1994,Lightning,1994-N70047,25.6,inventory,,20070517130641,19940802,digitised,JA70003000,,2415115,256902.789,3640.5998,,
N70054,,1994,Lightning,1994-N70054,341.3,LFDB,,20070517130641,19940804,digitised,JA70003000,,2415116,3413167.8109,10731.1609,,
N70081,,1994,Lightning,1994-N70081,46.6,inventory,,20070517130641,19940809,digitised,JA70003000,,2415117,466888.4164,6486.8311,,
N70091,,1994,Lightning,1994-N70091,10,inventory,,20070517130641,19940813,digitised,JA70003000,,2415118,100241.6963,1758.1574,,
N70091,,1994,Lightning,1994-N70091,72.2,inventory,,20070517130641,19940813,digitised,JA70003000,,2415119,722764.4382,4118.0635,,
N70093,,1994,Person,1994-N70093,15.9,Buffered_Point,,20070517130646,19940815,buffered_point,JA70003000,,2415120,159500.144,1470.3995,,
N70096,,1994,Lightning,1994-N70096,25.6,Buffered_Point,,20070517130646,19940814,buffered_point,JA70003000,,2415121,256311.8345,1862.5059,,
N30005,,1996,Person,1996-N30005,12.8,Buffered_Point,,20070517130647,19960526,buffered_point,JA70003000,,2415229,128211.4639,1326.7361,,
N50048,,1996,Person,1996-N50048,12.7,Buffered_Point,,20070517130647,19960531,buffered_point,JA70003000,,2415230,127201.9447,1313.858,,
N70048,,1996,Person,1996-N70048,12.7,Buffered_Point,,20070517130647,19960531,buffered_point,JA70003000,,2415231,127201.9447,1313.858,,
N70244,,1996,Lightning,1996-N70244,31.7,fire centre,,20070517130640,19960819,digitised,JA70003000,,2415232,317066.5789,2351.7591,,
R20055,,1996,Person,1996-R20055,23.6,Buffered_Point,,20070517130647,19960805,buffered_point,JA70003000,,2415233,236772.5758,1817.011,,
R50053,,1996,Lightning,1996-R50053,28.3,Buffered_Point,,20070517130647,19960803,buffered_point,JA70003000,,2415234,283006.0172,2004.1553,,
V10074,,1996,Person,1996-V10074,78.3,Buffered_Point,,20070517130647,19960715,buffered_point,JA70003000,,2415235,783420.0503,3245.3814,,
V60130,,1996,Person,1996-V60130,30.2,fire centre,,20070517130640,19960813,digitised,JA70003000,,2415236,302112.1296,2395.5966,,
V80169,,1996,Person,1996-V80169,12.8,Buffered_Point,,20070517130647,19961001,buffered_point,JA70003000,,2415237,128472.8528,1318.0317,,
K20123,,1992,Person,1992-K20123,12.6,Buffered_Point,,20070517130646,19920816,buffered_point,JA70003000,,2414907,126509.8434,1311.5854,,
K20125,,1992,Person,1992-K20125,37.8,Buffered_Point,,20070517130646,19920817,buffered_point,JA70003000,,2414908,378247.5745,2269.3016,,
K30022,,1992,Lightning,1992-K30022,38.2,inventory,,20070517130641,19920627,digitised,JA70003000,,2414909,382536.0786,3064.7839,,
K30030,,1992,Lightning,1992-K30030,24.1,inventory,,20070517130641,19920627,digitised,JA70003000,,2414910,241732.8749,2153.4072,,
C20005,,1994,Person,1994-C20005,30.5,Buffered_Point,,20070517130646,19940416,buffered_point,JA70003000,,2415009,305682.1885,2051.7736,,
C30003,,1994,Person,1994-C30003,14.3,Buffered_Point,,20070517130646,19940603,buffered_point,JA70003000,,2415010,143281.415,1406.5795,,
C40006,,1994,Person,1994-C40006,107.7,Buffered_Point,,20070517130646,19940416,buffered_point,JA70003000,,2415011,1077395.2908,3834.4623,,
C50067,,1994,Person,1994-C50067,28.4,Buffered_Point,,20070517130646,19940508,buffered_point,JA70003000,,2415012,284231.2693,1972.0931,,
C50090,,1994,Person,1994-C50090,17.5,Buffered_Point,,20070517130646,19940709,buffered_point,JA70003000,,2415013,175640.2459,1555.9991,,
C50096,,1994,Person,1994-C50096,23.5,Buffered_Point,,20070517130646,19940724,buffered_point,JA70003000,,2415014,235706.0592,1800.3229,,
C50122,,1994,Person,1994-C50122,22.3,Buffered_Point,,20070517130646,19940822,buffered_point,JA70003000,,2415015,223695.4237,1754.3702,,
G10005,,1994,Person,1994-G10005,57.6,Buffered_Point,,20070517130646,19940505,buffered_point,JA70003000,,2415016,576129.9741,2838.1359,,
N70107,,1994,Lightning,1994-N70107,16.9,Buffered_Point,,20070517130646,19940816,buffered_point,JA70003000,,2415122,169368.2791,1509.5685,,
N70108,,1994,Lightning,1994-N70108,39.2,inventory,,20070517130641,19940816,digitised,JA70003000,,2415123,392924.6611,4523.9579,,
N70147,,1994,Person,1994-N70147,36.3,inventory,,20070517130641,19940922,digitised,JA70003000,,2415124,363083.5315,3519.6256,,
N70149,,1994,Lightning,1994-N70149,15.4,inventory,,20070517130641,19940820,digitised,JA70003000,,2415125,154035.7373,2316.2226,,
VA0059,,1996,Person,1996-VA0059,79,Buffered_Point,,20070517130647,19960711,buffered_point,JA70003000,,2415238,790555.5557,3293.2572,,
C20287,,1997,Person,1997-C20287,42.2,fire centre,,20070517130653,19970923,digitised,JA70003000,,2415239,422879.6655,3906.2323,,
C40304,,1997,Person,1997-C40304,56.2,Buffered_Point,,20070517130647,19971210,buffered_point,JA70003000,,2415240,562543.5304,2771.8387,,
C50104,,1997,Person,1997-C50104,320.5,LFDB,,20070517130640,19970607,digitised,JA70003000,,2415241,3205434.1303,9561.2002,,
G30133,,1997,Person,1997-G30133,23.7,Buffered_Point,,20070517130647,19970925,buffered_point,JA70003000,,2415242,237384.4712,1818.4443,,
K30030,,1992,Lightning,1992-K30030,23.9,inventory,,20070517130641,19920627,digitised,JA70003000,,2414911,239388.0535,2407.8464,,
K40128,,1992,Person,1992-K40128,20.4,Buffered_Point,,20070517130646,19920818,buffered_point,JA70003000,,2414912,204753.6159,1665.1084,,
K50034,,1992,Person,1992-K50034,64.3,Buffered_Point,,20070517130646,19920507,buffered_point,JA70003000,,2414913,643945.3974,2949.5305,,
K50038,,1992,Person,1992-K50038,16.3,Buffered_Point,,20070517130646,19920510,buffered_point,JA70003000,,2414914,163667.8664,1482.646,,
K70005,,1992,Person,1992-K70005,55.5,Buffered_Point,,20070517130646,19920517,buffered_point,JA70003000,,2414915,555351.1197,2749.1813,,
G10231,,1994,Person,1994-G10231,24.8,Buffered_Point,,20070517130646,19941018,buffered_point,JA70003000,,2415017,248377.3446,1861.3478,,
G30031,,1994,Lightning,1994-G30031,69.1,inventory,,20070517130641,19940725,digitised,JA70003000,,2415018,691121.6228,6160.709,,
G30031,,1994,Lightning,1994-G30031,6.4,inventory,,20070517130641,19940725,digitised,JA70003000,,2415019,64665.3378,1200.2378,,
G30031,,1994,Lightning,1994-G30031,1.3,inventory,,20070517130641,19940725,digitised,JA70003000,,2415020,13978.8892,547.0069,,
G30031,,1994,Lightning,1994-G30031,1.2,inventory,,20070517130641,19940725,digitised,JA70003000,,2415021,12558.2269,522.5697,,
G30031,,1994,Lightning,1994-G30031,7.1,inventory,,20070517130641,19940725,digitised,JA70003000,,2415022,71927.8966,1238.018,,
G30031,,1994,Lightning,1994-G30031,30.1,inventory,,20070517130641,19940725,digitised,JA70003000,,2415023,301326.8548,3918.4513,,
G30031,,1994,Lightning,1994-G30031,0.6,inventory,,20070517130641,19940725,digitised,JA70003000,,2415024,6020.5159,465.4117,,
R10010,,1994,Person,1994-R10010,42.3,Buffered_Point,,20070517130646,19940524,buffered_point,JA70003000,,2415126,423480.1993,2443.5971,,
R10014,,1994,Person,1994-R10014,363.4,LFDB,,20070517130641,19940626,digitised,JA70003000,,2415127,3634153.6929,12605.4943,,
R40016,,1994,Person,1994-R40016,14.5,Buffered_Point,,20070517130646,19940819,buffered_point,JA70003000,,2415128,145281.7097,1436.3115,,
R50007,,1994,Person,1994-R50007,68.4,Buffered_Point,,20070517130646,19940623,buffered_point,JA70003000,,2415129,684506.7599,3112.0695,,
R90011,,1994,Lightning,1994-R90011,103.6,Buffered_Point,,20070517130646,19940809,buffered_point,JA70003000,,2415130,1036520.2394,3878.938,,
V10028,,1994,Lightning,1994-V10028,18.2,Buffered_Point,,20070517130646,19940722,buffered_point,JA70003000,,2415131,182615.5485,1567.1612,,
V10031,,1994,Lightning,1994-V10031,25.4,Buffered_Point,,20070517130646,19940722,buffered_point,JA70003000,,2415132,254205.0048,1849.1954,,
V10048,,1994,Lightning,1994-V10048,27.4,Buffered_Point,,20070517130646,19940724,buffered_point,JA70003000,,2415133,274798.4743,1921.3583,,
V10115,,1994,Person,1994-V10115,20.6,Buffered_Point,,20070517130646,19940927,buffered_point,JA70003000,,2415134,206819.5631,1670.472,,
G70015,,1997,Person,1997-G70015,32.1,fire centre,,20070517130640,19970511,digitised,JA70003000,,2415243,321373.5534,2236.7938,,
G80022,,1997,Person,1997-G80022,10.9,Buffered_Point,,20070517130647,19970514,buffered_point,JA70003000,,2415244,109784.4077,1255.9924,,
K20026,,1997,Person,1997-K20026,164.5,fire centre,,20070517130640,19970508,digitised,JA70003000,,2415245,1645816.6581,7757.4751,,
K20029,,1997,Person,1997-K20029,59.2,fire centre,,20070517130640,19970512,digitised,JA70003000,,2415246,592484.7526,3550.5857,,
K70103,,1997,Person,1997-K70103,1056.6,LFDB,,20070517130640,19970728,digitised,JA70003000,,2415247,10566698.6287,18062.0937,,
N10178,,1997,Person,1997-N10178,125.8,fire centre,,20070517130640,19970814,digitised,JA70003000,,2415248,1258266.423,5679.038,,
K70024,,1992,Person,1992-K70024,19.6,inventory,,20070517130641,19920802,digitised,JA70003000,,2414916,196890.7433,3872.5558,,
K70024,,1992,Person,1992-K70024,3.4,inventory,,20070517130641,19920802,digitised,JA70003000,,2414917,34074.083,1047.8418,,
K70024,,1992,Person,1992-K70024,2.9,inventory,,20070517130641,19920802,digitised,JA70003000,,2414918,29943.083,757.4279,,
K70024,,1992,Person,1992-K70024,4.3,inventory,,20070517130641,19920802,digitised,JA70003000,,2414919,43172.6432,1006.5539,,
K70024,,1992,Person,1992-K70024,87.7,inventory,,20070517130641,19920802,digitised,JA70003000,,2414920,877287.7743,6330.2747,,
K70024,,1992,Person,1992-K70024,233.3,inventory,,20070517130653,19920802,digitised,JA70003000,,2414921,2333291.5692,20076.7236,,
G30035,,1994,Lightning,1994-G30035,42.4,Buffered_Point,,20070517130646,19940729,buffered_point,JA70003000,,2415025,424411.5136,2421.4495,,
G30085,,1994,Person,1994-G30085,209,Buffered_Point,,20070517130646,19940914,buffered_point,JA70003000,,2415026,2090399.6829,5365.7126,,
G40002,,1994,Person,1994-G40002,43.9,Buffered_Point,,20070517130646,19940418,buffered_point,JA70003000,,2415027,439972.5309,2481.2351,,
G60007,,1994,Lightning,1994-G60007,76.5,inventory,,20070517130641,19940725,digitised,JA70003000,,2415028,765424.1953,6971.7352,,
G70003,,1994,Person,1994-G70003,40.4,Buffered_Point,,20070517130646,19940420,buffered_point,JA70003000,,2415029,404031.5447,2398.7875,,
G70006,,1994,Person,1994-G70006,6.9,inventory,,20070517130641,19940509,digitised,JA70003000,,2415030,69940.209,1444.0507,,
G70006,,1994,Person,1994-G70006,0.4,inventory,,20070517130641,19940509,digitised,JA70003000,,2415031,4796.8819,272.3832,,
G70006,,1994,Person,1994-G70006,0.1,inventory,,20070517130641,19940509,digitised,JA70003000,,2415032,1713.3982,164.4811,,
G70006,,1994,Person,1994-G70006,5.2,inventory,,20070517130641,19940509,digitised,JA70003000,,2415033,52774.7386,1030.1136,,
V30014,,1994,Lightning,1994-V30014,78.8,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415135,788058.4897,3269.2562,,
V50045,,1994,Lightning,1994-V50045,124.6,Buffered_Point,,20070517130646,19940803,buffered_point,JA70003000,,2415136,1246627.4895,4120.7314,,
VA0013,,1994,Lightning,1994-VA0013,601.4,LFDB,,20070517130641,19940725,digitised,JA70003000,,2415137,6014830.1975,14667.7198,,
C10117,,1995,Person,1995-C10117,44.9,fire centre,,20070517130641,19950525,digitised,JA70003000,,2415138,449899.0765,3046.254,,
C10123,,1995,Person,1995-C10123,67.8,Buffered_Point,,20070517130646,19950528,buffered_point,JA70003000,,2415139,678146.7892,3066.3551,,
