FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
RH0123,,1972,Lightning,1972-RH0123,14.6,mylars,,20070517130629,19720708,digitised,JA70003000,,2412224,146941.8572,1593.0943,,
V20083,,1972,Person,1972-V20083,17.4,mylars,,20070517130629,19720705,digitised,JA70003000,,2412225,174584.2694,2352.9503,,
KG1852,,1970,Person,1970-KG1852,106.3,mylars,,20070517130631,19700826,digitised,JA70003000,,2411801,1063253.8998,5269.4385,,
KH0109,,1970,Person,1970-KH0109,39.3,mylars,,20070517130631,19700507,digitised,JA70003000,,2411802,393785.6905,2652.4339,,
KH2073,,1970,Person,1970-KH2073,29.2,mylars,,20070517130631,19700927,digitised,JA70003000,,2411803,292299.6084,2452.2549,,
KH2074,,1970,Person,1970-KH2074,116.4,mylars,,20070517130631,19700929,digitised,JA70003000,,2411804,1164093.2955,5176.2685,,
KH2100,,1970,Person,1970-KH2100,80.9,mylars,,20070517130631,19701006,digitised,JA70003000,,2411805,809634.1356,3699.9229,,
KI0852,,1970,Lightning,1970-KI0852,35.4,mylars,,20070517130630,19700710,digitised,JA70003000,,2411806,354691.7699,2805.4845,,
KI1123,,1970,Lightning,1970-KI1123,19.6,mylars,,20070517130630,19700716,digitised,JA70003000,,2411807,196568.5381,1687.5468,,
KI1124,,1970,Lightning,1970-KI1124,47.7,mylars,,20070517130631,19700601,digitised,JA70003000,,2411808,477311.1768,2912.09,,
KI1971,,1970,Person,1970-KI1971,10.1,mylars,,20070517130630,19700831,digitised,JA70003000,,2411809,101296.1881,1327.5873,,
KJ0707,,1970,Lightning,1970-KJ0707,175.6,mylars,,20070517130630,19700704,digitised,JA70003000,,2411810,1756450.9408,6052.4923,,
KN0598,,1970,Lightning,1970-KN0598,31.5,mylars,,20070517130631,19700622,digitised,JA70003000,,2411811,315314.0899,2437.3679,,
KN0599,,1970,Lightning,1970-KN0599,121.5,mylars,,20070517130631,19700622,digitised,JA70003000,,2411812,1215842.5749,6748.3302,,
KN1254,,1970,Lightning,1970-KN1254,75,mylars,,20070517130631,19700719,digitised,JA70003000,,2411813,750573.9258,3699.505,,
KN1921,,1970,Lightning,1970-KN1921,58.7,mylars,,20070517130631,19700825,digitised,JA70003000,,2411814,587141.479,3105.7479,,
G80205,,1971,Person,1971-G80205,17.2,mylars,,20070517130630,19710528,digitised,JA70003000,,2411952,172490.6988,1887.4751,,
G90091,,1971,Person,1971-G90091,21.5,mylars,,20070517130630,19710511,digitised,JA70003000,,2411953,215591.1853,1851.7516,,
GA0014,,1971,Person,1971-GA0014,221.4,mylars,,20070517130630,19710502,digitised,JA70003000,,2411954,2214786.7853,7020.8231,,
GA0056,,1971,Person,1971-GA0056,150,mylars,,20070517130630,19710507,digitised,JA70003000,,2411955,1500454.5968,5242.049,,
GA0057,,1971,Person,1971-GA0057,3,mylars,,20070517130651,19710507,digitised,JA70003000,,2411956,30166.7744,673.3821,,
GA0057,,1971,Person,1971-GA0057,4.1,mylars,,20070517130651,19710507,digitised,JA70003000,,2411957,41179.2623,770.9365,,
GA0057,,1971,Person,1971-GA0057,6.2,mylars,,20070517130651,19710507,digitised,JA70003000,,2411958,62403.7139,926.648,,
GA0057,,1971,Person,1971-GA0057,9.8,mylars,,20070517130651,19710507,digitised,JA70003000,,2411959,98950.7421,1163.6047,,
GA0057,,1971,Person,1971-GA0057,35.3,mylars,,20070517130651,19710507,digitised,JA70003000,,2411960,353558.3091,2920.3188,,
GA0058,,1971,Person,1971-GA0058,41.5,mylars,,20070517130630,19710507,digitised,JA70003000,,2411961,415374.6551,2881.405,,
GA0059,,1971,Person,1971-GA0059,31.7,mylars,,20070517130651,19710507,digitised,JA70003000,,2411962,317881.3978,2350.4357,,
GA0059,,1971,Person,1971-GA0059,50.8,mylars,,20070517130651,19710507,digitised,JA70003000,,2411963,508217.0028,2830.3842,,
GA0082,,1971,Person,1971-GA0082,410.9,mylars,,20070517130630,19710507,digitised,JA70003000,,2411964,4109437.5366,13073.9832,,
GA0083,,1971,Person,1971-GA0083,476.2,mylars,,20070517130630,19710511,digitised,JA70003000,,2411965,4762577.8562,10051.8133,,
NA0262,,1971,Lightning,1971-NA0262,662.7,mylars,,20070517130630,19710807,digitised,JA70003000,,2412081,6627888.958,12678.976,,
NA0263,,1971,Lightning,1971-NA0263,53.8,mylars,,20070517130630,19710806,digitised,JA70003000,,2412082,538727.9433,3164.2482,,
NA0266,,1971,Lightning,1971-NA0266,111.6,mylars,,20070517130630,19710806,digitised,JA70003000,,2412083,1116583.215,5266.4827,,
NA0317,,1971,Lightning,1971-NA0317,1804.4,mylars,,20070517130630,19710807,digitised,JA70003000,,2412084,18044767.1289,25295.7238,,
NA0320,,1971,Lightning,1971-NA0320,30.5,mylars,,20070517130630,19710807,digitised,JA70003000,,2412085,305222.1133,2225.8981,,
NA0322,,1971,Lightning,1971-NA0322,1.3,mylars,,20070517130651,19710807,digitised,JA70003000,,2412086,13292.4209,546.6232,,
NA0322,,1971,Lightning,1971-NA0322,567.2,mylars,,20070517130651,19710807,digitised,JA70003000,,2412087,5672683.3461,10212.1398,,
NA0322,,1971,Lightning,1971-NA0322,7,mylars,,20070517130651,19710807,digitised,JA70003000,,2412088,70250.7238,1139.6201,,
NA0322,,1971,Lightning,1971-NA0322,7.1,mylars,,20070517130651,19710807,digitised,JA70003000,,2412089,71591.9166,1284.4149,,
NA0322,,1971,Lightning,1971-NA0322,4.9,mylars,,20070517130651,19710807,digitised,JA70003000,,2412090,49874.7165,1048.7838,,
NA0324,,1971,Lightning,1971-NA0324,264.1,Buffered_Point,,20070517130644,19710807,buffered_point,JA70003000,,2412091,2641968.2352,5982.798,,
V20265,,1972,Person,1972-V20265,22.9,mylars,,20070517130629,19720902,digitised,JA70003000,,2412226,229473.2032,1817.771,,
V20342,,1972,Person,1972-V20342,75.5,mylars,,20070517130629,19721008,digitised,JA70003000,,2412227,755474.9242,4254.8675,,
V30031,,1972,Person,1972-V30031,37.7,mylars,,20070517130629,19720601,digitised,JA70003000,,2412228,377366.3327,3189.9984,,
V30091,,1972,Person,1972-V30091,43.1,mylars,,20070517130629,19720717,digitised,JA70003000,,2412229,431356.1963,2988.9458,,
V30092,,1972,Person,1972-V30092,41.5,mylars,,20070517130629,19720717,digitised,JA70003000,,2412230,415449.3967,4080.537,,
V30327,,1972,Person,1972-V30327,67.4,mylars,,20070517130629,19721014,digitised,JA70003000,,2412231,674635.6473,5120.4291,,
V30331,,1972,Person,1972-V30331,4.5,mylars,,20070517130651,19721013,digitised,JA70003000,,2412232,45025.0652,995.7165,,
V30331,,1972,Person,1972-V30331,5.8,mylars,,20070517130651,19721013,digitised,JA70003000,,2412233,58720.2434,1154.3004,,
V30331,,1972,Person,1972-V30331,172.5,mylars,,20070517130651,19721013,digitised,JA70003000,,2412234,1725139.0068,9144.455,,
V30332,,1972,Person,1972-V30332,10.4,mylars,,20070517130651,19721013,digitised,JA70003000,,2412235,104738.66,1618.5285,,
V30332,,1972,Person,1972-V30332,18.6,mylars,,20070517130651,19721013,digitised,JA70003000,,2412236,186962.4326,1868.3506,,
V40346,,1972,Person,1972-V40346,17.2,mylars,,20070517130651,19721013,digitised,JA70003000,,2412237,172519.8727,2045.1162,,
V40346,,1972,Person,1972-V40346,10.3,mylars,,20070517130651,19721013,digitised,JA70003000,,2412238,103980.1476,1452.3946,,
V40346,,1972,Person,1972-V40346,5.7,mylars,,20070517130651,19721013,digitised,JA70003000,,2412239,57819.0184,1024.1944,,
N20569,,1970,Lightning,1970-N20569,1106.8,mylars,,20070517130630,19700816,digitised,JA70003000,,2411815,11068291.6486,20591.2819,,
N20609,,1970,Person,1970-N20609,1357.1,mylars,,20070517130630,19700823,digitised,JA70003000,,2411816,13571891.5104,18659.4281,,
N20809,,1970,Person,1970-N20809,266.8,mylars,,20070517130651,19700903,digitised,JA70003000,,2411817,2668425.6829,15366.4775,,
N20809,,1970,Person,1970-N20809,31.8,mylars,,20070517130651,19700903,digitised,JA70003000,,2411818,318292.728,3271.454,,
N20809,,1970,Person,1970-N20809,239.9,mylars,,20070517130651,19700903,digitised,JA70003000,,2411819,2399928.8315,8779.9244,,
N30145,,1970,Lightning,1970-N30145,189.7,mylars,,20070517130630,19700622,digitised,JA70003000,,2411820,1897307.487,6361.714,,
N30642,,1970,Lightning,1970-N30642,65.7,mylars,,20070517130630,19700825,digitised,JA70003000,,2411821,657063.029,3547.3012,,
GA0092,,1971,Person,1971-GA0092,939.4,mylars,,20070517130630,19710511,digitised,JA70003000,,2411966,9394568.5462,16275.2804,,
GA0093,,1971,Person,1971-GA0093,44.3,mylars,,20070517130630,19710511,digitised,JA70003000,,2411967,443547.5639,2991.388,,
GA0095,,1971,Person,1971-GA0095,889.4,mylars,,20070517130630,19710511,digitised,JA70003000,,2411968,8894664.2116,16878.6244,,
GA0112,,1971,Person,1971-GA0112,1220.9,mylars,,20070517130651,19710505,digitised,JA70003000,,2411969,12209984.2222,22080.2816,,
GA0112,,1971,Person,1971-GA0112,24.7,mylars,,20070517130651,19710505,digitised,JA70003000,,2411970,247220.4338,2458.053,,
GA0152,,1971,Person,1971-GA0152,179.2,mylars,,20070517130630,19710512,digitised,JA70003000,,2411971,1792182.5028,6447.1976,,
GA0187,,1971,Person,1971-GA0187,158.8,mylars,,20070517130630,19710501,digitised,JA70003000,,2411972,1588579.2707,7973.7895,,
GA0192,,1971,Person,1971-GA0192,204.7,mylars,,20070517130630,19710526,digitised,JA70003000,,2411973,2047364.3488,5616.4998,,
NA0326,,1971,Lightning,1971-NA0326,851.1,mylars,,20070517130630,19710807,digitised,JA70003000,,2412092,8511865.6015,12143.3002,,
NA0333,,1971,Lightning,1971-NA0333,18.9,mylars,,20070517130630,19710715,digitised,JA70003000,,2412093,189473.0472,2183.6765,,
NA0335,,1971,Lightning,1971-NA0335,81.8,mylars,,20070517130630,19710807,digitised,JA70003000,,2412094,818496.8544,3987.1467,,
NA0443,,1971,Lightning,1971-NA0443,408.2,mylars,,20070517130630,19710807,digitised,JA70003000,,2412095,4082350.7921,10669.4279,,
NF0181,,1971,Person,1971-NF0181,483.6,mylars,,20070517130630,19710728,digitised,JA70003000,,2412096,4836371.9494,15276.4954,,
NF0238,,1971,Lightning,1971-NF0238,695.2,mylars,,20070517130630,19710727,digitised,JA70003000,,2412097,6952325.8091,14947.7161,,
NF0365,,1971,Lightning,1971-NF0365,51.3,Buffered_Point,,20070517130644,19710805,buffered_point,JA70003000,,2412098,513243.7874,2652.3137,,
NF0374,,1971,Lightning,1971-NF0374,446.8,mylars,,20070517130630,19710806,digitised,JA70003000,,2412099,4468059.3412,9512.2364,,
V60334,,1972,Person,1972-V60334,42.6,mylars,,20070517130629,19721014,digitised,JA70003000,,2412240,426099.3579,3627.0703,,
V60336,,1972,Person,1972-V60336,17.8,mylars,,20070517130651,19721012,digitised,JA70003000,,2412241,178332.522,3021.0516,,
V60336,,1972,Person,1972-V60336,21,mylars,,20070517130651,19721012,digitised,JA70003000,,2412242,210291.4963,2189.9445,,
V70308,,1972,Person,1972-V70308,29.5,mylars,,20070517130629,19721011,digitised,JA70003000,,2412243,295105.625,2574.8462,,
V80306,,1972,Person,1972-V80306,39.5,mylars,,20070517130629,19721010,digitised,JA70003000,,2412244,395378.4232,2424.3584,,
V90122,,1972,Person,1972-V90122,34,mylars,,20070517130630,19720728,digitised,JA70003000,,2412245,340020.2786,2598.5598,,
V90304,,1972,Person,1972-V90304,30.8,mylars,,20070517130629,19721013,digitised,JA70003000,,2412246,308102.7985,2940.0458,,
VB0005,,1972,Person,1972-VB0005,40,mylars,,20070517130630,19720524,digitised,JA70003000,,2412247,400752.2554,2596.7743,,
VC0190,,1972,Person,1972-VC0190,32,mylars,,20070517130630,19720810,digitised,JA70003000,,2412248,320627.9021,2926.7761,,
N40581,,1970,Person,1970-N40581,120.1,mylars,,20070517130651,19700816,digitised,JA70003000,,2411822,1201038.2384,6272.5218,,
N40581,,1970,Person,1970-N40581,274.3,mylars,,20070517130651,19700816,digitised,JA70003000,,2411823,2743125.465,8020.2344,,
N50093,,1970,Person,1970-N50093,26.8,mylars,,20070517130630,19700601,digitised,JA70003000,,2411824,268342.4311,1993.4117,,
NA0720,,1970,Lightning,1970-NA0720,23.8,mylars,,20070517130630,19700831,digitised,JA70003000,,2411825,238827.7642,2352.6707,,
NB0005,,1970,Person,1970-NB0005,31.8,mylars,,20070517130630,19700415,digitised,JA70003000,,2411826,318817.3472,2503.3221,,
ND0055,,1970,Person,1970-ND0055,86.4,mylars,,20070517130630,19700511,digitised,JA70003000,,2411827,864213.7542,4717.3519,,
ND0362,,1970,Lightning,1970-ND0362,29.3,mylars,,20070517130630,19700716,digitised,JA70003000,,2411828,293382.5317,2428.7167,,
NE0030,,1970,Person,1970-NE0030,60.3,mylars,,20070517130630,19700501,digitised,JA70003000,,2411829,603908.1528,3611.9249,,
NE0059,,1970,Person,1970-NE0059,869.8,mylars,,20070517130630,19700501,digitised,JA70003000,,2411830,8698226.5057,15142.9133,,
NF0189,,1970,Person,1970-NF0189,3567.4,mylars,,20070517130630,19700701,digitised,JA70003000,,2411831,35674947.0691,35116.8746,,
GA0204,,1971,Lightning,1971-GA0204,3963.9,mylars,,20070517130630,19710527,digitised,JA70003000,,2411974,39639137.8572,35214.0216,,
GA0210,,1971,Person,1971-GA0210,3.2,mylars,,20070517130630,19710604,digitised,JA70003000,,2411975,32483.688,686.3219,,
GC0198,,1971,Person,1971-GC0198,95.8,mylars,,20070517130630,19710522,digitised,JA70003000,,2411976,958291.3755,5683.8646,,
GC0317,,1971,Lightning,1971-GC0317,325.9,mylars,,20070517130630,19710801,digitised,JA70003000,,2411977,3259586.4056,7588.6651,,
GC0524,,1971,Person,1971-GC0524,9.7,mylars,,20070517130630,19710830,digitised,JA70003000,,2411978,97447.2442,1567.5755,,
GD0140,,1971,Person,1971-GD0140,150.2,mylars,,20070517130651,19710507,digitised,JA70003000,,2411979,1502459.2529,5280.364,,
GD0140,,1971,Person,1971-GD0140,84.7,mylars,,20070517130651,19710507,digitised,JA70003000,,2411980,847020.298,4148.975,,
GD0143,,1971,Person,1971-GD0143,285.6,mylars,,20070517130630,19710512,digitised,JA70003000,,2411981,2856325.9267,7311.3552,,
NF0376,,1971,Lightning,1971-NF0376,1382.1,mylars,,20070517130630,19710806,digitised,JA70003000,,2412100,13821144.4409,17498.5411,,
NF0377,,1971,Lightning,1971-NF0377,459.3,mylars,,20070517130630,19710806,digitised,JA70003000,,2412101,4593290.6919,12758.5253,,
NF0381,,1971,Lightning,1971-NF0381,186.9,mylars,,20070517130630,19710806,digitised,JA70003000,,2412102,1869733.4033,6111.7395,,
NF0384,,1971,Lightning,1971-NF0384,906.1,mylars,,20070517130630,19710805,digitised,JA70003000,,2412103,9061837.7751,11943.41,,
NF0418,,1971,Lightning,1971-NF0418,159.9,mylars,,20070517130630,19710806,digitised,JA70003000,,2412104,1599348.2937,6271.6916,,
NF0451,,1971,Lightning,1971-NF0451,34.8,Buffered_Point,,20070517130644,19710806,buffered_point,JA70003000,,2412105,348037.0158,2186.9179,,
NF0456,,1971,Lightning,1971-NF0456,191.1,mylars,,20070517130630,19710806,digitised,JA70003000,,2412106,1911366.5979,6012.5394,,
VE0030,,1972,Person,1972-VE0030,1307.1,mylars,,20070517130650,19720525,digitised,JA70003000,,2412249,13068169.906,36021.3884,,
VF0144,,1972,Person,1972-VF0144,86.1,mylars,,20070517130651,19720802,digitised,JA70003000,,2412250,861658.6924,4421.4822,,
VF0144,,1972,Person,1972-VF0144,188.5,mylars,,20070517130651,19720802,digitised,JA70003000,,2412251,1885063.8989,8540.953,,
VG0252,,1972,Person,1972-VG0252,81.6,mylars,,20070517130630,19720830,digitised,JA70003000,,2412252,816581.5114,4010.5283,,
VH0041,,1972,Person,1972-VH0041,45.6,mylars,,20070517130629,19720602,digitised,JA70003000,,2412253,456280.3737,2788.454,,
NF0206,,1970,Lightning,1970-NF0206,41.1,mylars,,20070517130630,19700703,digitised,JA70003000,,2411832,411466.2159,2470.0874,,
NF0212,,1970,Lightning,1970-NF0212,56.4,mylars,,20070517130630,19700704,digitised,JA70003000,,2411833,564248.9411,3211.9133,,
NF0261,,1970,Lightning,1970-NF0261,75.8,mylars,,20070517130630,19700704,digitised,JA70003000,,2411834,758586.9438,6583.1088,,
NF0475,,1970,Lightning,1970-NF0475,14,mylars,,20070517130630,19700716,digitised,JA70003000,,2411835,140686.5712,1522.423,,
NF0621,,1970,Lightning,1970-NF0621,62.6,mylars,,20070517130630,19700822,digitised,JA70003000,,2411836,626518.8712,3448.5762,,
NH0484,,1970,Lightning,1970-NH0484,243.5,mylars,,20070517130630,19700716,digitised,JA70003000,,2411837,2435195.2728,6151.7745,,
NH0825,,1970,Person,1970-NH0825,138.5,mylars,,20070517130630,19701004,digitised,JA70003000,,2411838,1385962.763,5966.3732,,
NI0019,,1970,Person,1970-NI0019,103.1,mylars,,20070517130630,19700502,digitised,JA70003000,,2411839,1031419.5909,4986.038,,
NJ0023,,1970,Person,1970-NJ0023,39.4,mylars,,20070517130651,19700504,digitised,JA70003000,,2411840,394705.4581,4154.5212,,
NJ0023,,1970,Person,1970-NJ0023,29.2,mylars,,20070517130651,19700504,digitised,JA70003000,,2411841,292427.497,2144.1062,,
NJ0608,,1970,Lightning,1970-NJ0608,642.3,mylars,,20070517130630,19700824,digitised,JA70003000,,2411842,6423494.2038,15426.6161,,
GD0170,,1971,Person,1971-GD0170,45.2,mylars,,20070517130630,19710517,digitised,JA70003000,,2411982,452769.0856,3459.8791,,
GD0171,,1971,Person,1971-GD0171,49,mylars,,20070517130630,19710517,digitised,JA70003000,,2411983,490749.7425,3027.3288,,
GD0190,,1971,Lightning,1971-GD0190,2052.5,mylars,,20070517130630,19710523,digitised,JA70003000,,2411984,20525641.5808,31185.9524,,
GD0263,,1971,Lightning,1971-GD0263,98899.2,mylars,,20070517130630,19710719,digitised,JA70003000,,2411985,988992751.0903,159148.3768,,
GD0400,,1971,Lightning,1971-GD0400,81.4,mylars,,20070517130630,19710731,digitised,JA70003000,,2411986,814953.4421,4556.2098,,
GD0401,,1971,Lightning,1971-GD0401,34.8,mylars,,20070517130630,19710721,digitised,JA70003000,,2411987,348597.7149,2420.6395,,
GD0439,,1971,Lightning,1971-GD0439,33552.6,mylars,,20070517130630,19710801,digitised,JA70003000,,2411988,335526048.0435,147522.0464,,
GD0440,,1971,Lightning,1971-GD0440,38.1,mylars,,20070517130630,19710809,digitised,JA70003000,,2411989,381868.8089,2857.7699,,
GE0124,,1971,Person,1971-GE0124,47.3,mylars,,20070517130630,19710512,digitised,JA70003000,,2411990,473336.4105,2850.9446,,
GE0163,,1971,Person,1971-GE0163,37.8,mylars,,20070517130651,19710501,digitised,JA70003000,,2411991,378041.2541,3765.6581,,
GE0163,,1971,Person,1971-GE0163,5.8,mylars,,20070517130651,19710501,digitised,JA70003000,,2411992,58509.4745,1166.2713,,
NG0280,,1971,Lightning,1971-NG0280,14.3,Buffered_Point,,20070517130644,19710807,buffered_point,JA70003000,,2412107,143364.4733,1391.0006,,
NG0420,,1971,Lightning,1971-NG0420,89,mylars,,20070517130630,19710808,digitised,JA70003000,,2412108,890131.5215,4198.1933,,
NJ0392,,1971,Person,1971-NJ0392,76.7,mylars,,20070517130630,19710812,digitised,JA70003000,,2412109,767318.2236,3629.61,,
NM0179,,1971,Lightning,1971-NM0179,73.2,mylars,,20070517130630,19710724,digitised,JA70003000,,2412110,732349.7715,3758.8082,,
NM0180,,1971,Lightning,1971-NM0180,1130.8,mylars,,20070517130630,19710723,digitised,JA70003000,,2412111,11308039.0089,21715.4623,,
NM0303,,1971,Lightning,1971-NM0303,25.7,mylars,,20070517130630,19710806,digitised,JA70003000,,2412112,257092.0814,2357.9101,,
NM0304,,1971,Lightning,1971-NM0304,677.1,mylars,,20070517130630,19710806,digitised,JA70003000,,2412113,6771275.0036,12759.0948,,
NM0305,,1971,Lightning,1971-NM0305,42.3,mylars,,20070517130630,19710806,digitised,JA70003000,,2412114,423608.6883,2727.8957,,
VL0298,,1972,Person,1972-VL0298,95.7,mylars,,20070517130629,19720917,digitised,JA70003000,,2412254,957178.877,4856.8604,,
VN0295,,1972,Person,1972-VN0295,171.6,mylars,,20070517130629,19720916,digitised,JA70003000,,2412255,1716925.5083,9143.7493,,
VN0312,,1972,Person,1972-VN0312,186.3,mylars,,20070517130629,19720914,digitised,JA70003000,,2412256,1863550.9883,7410.6743,,
VN0313,,1972,Person,1972-VN0313,9.7,mylars,,20070517130650,19721014,digitised,JA70003000,,2412257,97463.7724,1535.5544,,
VN0313,,1972,Person,1972-VN0313,2.3,mylars,,20070517130650,19721014,digitised,JA70003000,,2412258,23587.2587,610.8894,,
VN0313,,1972,Person,1972-VN0313,11.2,mylars,,20070517130650,19721014,digitised,JA70003000,,2412259,112585.1587,1560.9042,,
VN0315,,1972,Person,1972-VN0315,28.1,mylars,,20070517130629,19721014,digitised,JA70003000,,2412260,281043.3018,3009.4749,,
VN0316,,1972,Person,1972-VN0316,121.3,mylars,,20070517130629,19721014,digitised,JA70003000,,2412261,1213229.8605,6535.0194,,
VN0317,,1972,Person,1972-VN0317,55.1,mylars,,20070517130629,19721014,digitised,JA70003000,,2412262,551931.9352,3165.5428,,
VN0318,,1972,Person,1972-VN0318,10.3,mylars,,20070517130651,19721014,digitised,JA70003000,,2412263,103712.303,1550.3282,,
VN0318,,1972,Person,1972-VN0318,213.3,mylars,,20070517130651,19721014,digitised,JA70003000,,2412264,2133157.0896,8957.285,,
NL0027,,1970,Person,1970-NL0027,35.8,mylars,,20070517130630,19700502,digitised,JA70003000,,2411843,358852.1214,2646.8929,,
NM0219,,1970,Lightning,1970-NM0219,487.7,mylars,,20070517130630,19700704,digitised,JA70003000,,2411844,4877236.4463,9370.8207,,
NM0256,,1970,Lightning,1970-NM0256,64,mylars,,20070517130630,19700704,digitised,JA70003000,,2411845,640391.4329,3164.5487,,
NM0257,,1970,Lightning,1970-NM0257,5.9,mylars,,20070517130651,19700704,digitised,JA70003000,,2411846,59848.3979,1083.0441,,
NM0257,,1970,Lightning,1970-NM0257,40.9,mylars,,20070517130651,19700704,digitised,JA70003000,,2411847,409231.5823,2317.2504,,
NM0679,,1970,Lightning,1970-NM0679,13.8,Buffered_Point,,20070517130644,19700824,buffered_point,JA70003000,,2411848,138730.9187,1376.556,,
RB0082,,1970,Lightning,1970-RB0082,137.8,mylars,,20070517130631,19700703,digitised,JA70003000,,2411849,1378106.1796,5593.6305,,
RC0129,,1970,Person,1970-RC0129,22.8,mylars,,20070517130631,19700830,digitised,JA70003000,,2411850,228021.132,2032.4022,,
RE0006,,1970,Person,1970-RE0006,515.2,mylars,,20070517130631,19700430,digitised,JA70003000,,2411851,5152690.0915,12510.7961,,
RE0007,,1970,Person,1970-RE0007,40.6,mylars,,20070517130631,19700430,digitised,JA70003000,,2411852,406426.1575,2585.4477,,
RE0008,,1970,Person,1970-RE0008,264.9,mylars,,20070517130631,19700430,digitised,JA70003000,,2411853,2649147.0158,7194.9659,,
GE0545,,1971,Person,1971-GE0545,18.1,mylars,,20070517130651,19710919,digitised,JA70003000,,2411993,181378.2338,2293.1909,,
GE0545,,1971,Person,1971-GE0545,98.1,mylars,,20070517130651,19710919,digitised,JA70003000,,2411994,981559.3912,5788.3785,,
GE0545,,1971,Person,1971-GE0545,3.9,mylars,,20070517130651,19710919,digitised,JA70003000,,2411995,39044.7004,1309.9929,,
GF0076,,1971,Person,1971-GF0076,1397.3,mylars,,20070517130630,19710501,digitised,JA70003000,,2411996,13973861.0796,25635.5922,,
GI0016,,1971,Person,1971-GI0016,69.7,mylars,,20070517130630,19710503,digitised,JA70003000,,2411997,697605.0521,3363.8351,,
GI0043,,1971,Person,1971-GI0043,27.6,mylars,,20070517130630,19710507,digitised,JA70003000,,2411998,276111.8018,2194.8004,,
NM0414,,1971,Lightning,1971-NM0414,189.7,mylars,,20070517130630,19710806,digitised,JA70003000,,2412115,1897956.4734,5748.6601,,
NM0434,,1971,Lightning,1971-NM0434,1017.6,mylars,,20070517130630,19710806,digitised,JA70003000,,2412116,10176866.3756,18713.2073,,
R20160,,1971,Person,1971-R20160,105.1,mylars,,20070517130630,19710719,digitised,JA70003000,,2412117,1051689.0227,6162.5004,,
R40045,,1971,Person,1971-R40045,36.7,mylars,,20070517130630,19710416,digitised,JA70003000,,2412118,367295.7231,2443.5583,,
R40046,,1971,Person,1971-R40046,43.8,mylars,,20070517130630,19710514,digitised,JA70003000,,2412119,438767.4743,2729.7177,,
R60002,,1971,Person,1971-R60002,58.2,mylars,,20070517130630,19710426,digitised,JA70003000,,2412120,582778.0823,5073.4102,,
R60039,,1971,Person,1971-R60039,75.4,mylars,,20070517130630,19710512,digitised,JA70003000,,2412121,754491.0915,3393.9387,,
R60185,,1971,Lightning,1971-R60185,1942.6,mylars,,20070517130630,19710726,digitised,JA70003000,,2412122,19426037.1862,21691.3032,,
R70032,,1971,Person,1971-R70032,61.6,mylars,,20070517130630,19710511,digitised,JA70003000,,2412123,616477.7277,4583.682,,
VO0320,,1972,Person,1972-VO0320,62.1,mylars,,20070517130629,19721012,digitised,JA70003000,,2412265,621859.2885,5022.7222,,
VO0322,,1972,Person,1972-VO0322,54.9,mylars,,20070517130629,19721013,digitised,JA70003000,,2412266,549252.7826,6439.7174,,
VO0323,,1972,Person,1972-VO0323,35.3,mylars,,20070517130650,19721013,digitised,JA70003000,,2412267,353248.0091,3180.3091,,
VO0323,,1972,Person,1972-VO0323,30.6,mylars,,20070517130650,19721013,digitised,JA70003000,,2412268,306153.3259,2306.1517,,
VO0324,,1972,Person,1972-VO0324,2.6,mylars,,20070517130650,19721013,digitised,JA70003000,,2412269,26059.1951,635.8485,,
VO0324,,1972,Person,1972-VO0324,3.1,mylars,,20070517130650,19721013,digitised,JA70003000,,2412270,31869.3607,756.3289,,
VO0324,,1972,Person,1972-VO0324,66.3,mylars,,20070517130650,19721013,digitised,JA70003000,,2412271,663558.788,6275.1126,,
VO0324,,1972,Person,1972-VO0324,17.8,mylars,,20070517130651,19721013,digitised,JA70003000,,2412272,178385.7299,2144.3722,,
VO0324,,1972,Person,1972-VO0324,11.2,mylars,,20070517130651,19721013,digitised,JA70003000,,2412273,112508.3562,1752.3583,,
RE0009,,1970,Person,1970-RE0009,434.3,mylars,,20070517130631,19700502,digitised,JA70003000,,2411854,4343887.1714,8517.885,,
RE0010,,1970,Person,1970-RE0010,9.2,mylars,,20070517130631,19700503,digitised,JA70003000,,2411855,92832.8236,1305.0055,,
RE0011,,1970,Person,1970-RE0011,11.8,mylars,,20070517130631,19700503,digitised,JA70003000,,2411856,118559.1543,1412.9051,,
RE0012,,1970,Person,1970-RE0012,14,mylars,,20070517130631,19700503,digitised,JA70003000,,2411857,140757.8588,1540.3835,,
RE0013,,1970,Person,1970-RE0013,1486.5,mylars,,20070517130631,19700502,digitised,JA70003000,,2411858,14865786.7957,22839.4252,,
RE0030,,1970,Person,1970-RE0030,9.2,mylars,,20070517130631,19700606,digitised,JA70003000,,2411859,92118.5928,1156.0555,,
RG0124,,1970,Person,1970-RG0124,22.8,mylars,,20070517130630,19700824,digitised,JA70003000,,2411860,228210.511,3724.0684,,
V20267,,1970,Lightning,1970-V20267,106.1,mylars,,20070517130631,19700716,digitised,JA70003000,,2411861,1061507.9989,5130.108,,
V20272,,1970,Lightning,1970-V20272,40.3,mylars,,20070517130631,19700716,digitised,JA70003000,,2411862,403225.3121,2621.359,,
